source_doc_id,source_id,original_filename,relative_path,file_type,file_size_bytes,last_modified,checksum_sha256,status,file_role
codex_doc_000024,codex_src_000024,Accenture-Technology-Vision-2023-Full-Report.pdf,Accenture-Technology-Vision-2023-Full-Report.pdf,pdf,22787885,2023-06-13T07:13:05,0fa862210e799a1ae64011970457bbd1fe471185f17e5c4475a8f60da179b077,inventory_complete,source_document
codex_doc_000025,codex_src_000025,Adaptability - Academic - Incumbent response to volatility and disruption.pdf,Adaptability - Academic - Incumbent response to volatility and disruption.pdf,pdf,4111467,2026-01-20T09:15:29,0e9557dbad4f61085541b73ee971547156f521effe77d48a777c2364376b34de,inventory_complete,source_document
codex_doc_000026,codex_src_000026,Adaptability - Academic - Marketing in an unpredictable environment.pdf,Adaptability - Academic - Marketing in an unpredictable environment.pdf,pdf,52900,2026-01-19T10:54:58,589445c90eb97b76c4dc59f22e20e2bf52f020be2e64637b86b4a349ec2b1d41,inventory_complete,source_document
codex_doc_000027,codex_src_000027,Adaptability - Academic - Zeroth Principle Design.pdf,Adaptability - Academic - Zeroth Principle Design.pdf,pdf,365392,2026-02-10T08:49:12,972d06ac326aa4a3a83520fef66e181ee110202f22736e8aa99f9c5e7e901416,inventory_complete,source_document
codex_doc_000028,codex_src_000028,Adaptability - HBR - The Art of Designing Markets.pdf,Adaptability - HBR - The Art of Designing Markets.pdf,pdf,185023,2026-01-22T10:13:23,1b72cef2abc0ab0efd3dd69e190b361466c83bddfecc3611d72ccdcfbe532211,inventory_complete,source_document
codex_doc_000029,codex_src_000029,Adaptive-Leadership-WP-US-Single-pages.pdf,Adaptive-Leadership-WP-US-Single-pages.pdf,pdf,2000963,2026-06-22T12:00:10,e41c05cb06c855497b9b46e7f019d8e83ce186ee867b8887eefa1e0dcad8a8dd,inventory_complete,source_document
codex_doc_000030,codex_src_000030,Africa - AI continental strategy - Copy.pdf,Africa - AI continental strategy - Copy.pdf,pdf,2572777,2026-01-04T15:39:15,c5429f73786c0a0c170a78278016339ab86f914b239290ba1d6623cc07734e3f,inventory_complete,source_document
codex_doc_000031,codex_src_000031,Africa - AI continental strategy.pdf,Africa - AI continental strategy.pdf,pdf,2572777,2026-01-04T15:39:15,c5429f73786c0a0c170a78278016339ab86f914b239290ba1d6623cc07734e3f,inventory_complete,source_document
codex_doc_000032,codex_src_000032,Africa and Digitization - Copy.pdf,Africa and Digitization - Copy.pdf,pdf,787192,2026-01-04T12:49:27,9e1faf0c44d2eee33d7419c9131f71d78cdada2cdd20e7f9d5aabd08458461c1,inventory_complete,source_document
codex_doc_000033,codex_src_000033,Africa and Digitization.pdf,Africa and Digitization.pdf,pdf,787192,2026-01-04T12:49:27,9e1faf0c44d2eee33d7419c9131f71d78cdada2cdd20e7f9d5aabd08458461c1,inventory_complete,source_document
codex_doc_000034,codex_src_000035,Agile - From Campaigns to Continuums.docx,Agile - From Campaigns to Continuums.docx,docx,20776,2025-11-22T13:37:20,81c1295d10d90d056dd8eff2a9534a6d8b4f7526c5fe87e18f680e2ad4cef479,inventory_complete,source_document
codex_doc_000035,codex_src_000036,Agile - HBR - Agile at Scale.pdf,Agile - HBR - Agile at Scale.pdf,pdf,400841,2026-01-22T09:58:11,4dceb87d38b31d56fa008dd8d03b6b21c218685c87b1aaf718d9f137d9e34fd1,inventory_complete,source_document
codex_doc_000036,codex_src_000037,Agile - HBR - Agile.pdf,Agile - HBR - Agile.pdf,pdf,977123,2026-01-22T10:09:13,a5c4ff5a09c9d5e310d228a4166a063124da1ae1e7b4847764c4438648d25bd9,inventory_complete,source_document
codex_doc_000037,codex_src_000038,Agile - HBR - GE Case Study.pdf,Agile - HBR - GE Case Study.pdf,pdf,1027796,2026-01-22T10:04:21,17d81d4f8626494e3b5bbe31bb5e1c8499059cdfdb7624340f3223e1c85cb91c,inventory_complete,source_document
codex_doc_000038,codex_src_000039,Agile - HBR - ING Business Case.pdf,Agile - HBR - ING Business Case.pdf,pdf,860037,2026-01-22T10:01:40,9a808b1bf51de8d81027b4b72e97c188189204ba62c54029183eb02f6b452921,inventory_complete,source_document
codex_doc_000039,codex_src_000040,Agile - HBR - The Agile C-Suite.pdf,Agile - HBR - The Agile C-Suite.pdf,pdf,1031154,2026-01-22T09:59:18,5766189804f3a7e6a7c23d698ba5478eb950e6238abf26d5a070b121a9175035,inventory_complete,source_document
codex_doc_000040,codex_src_000041,AI - Academic - AI and Marketing 4.0.pdf,AI - Academic - AI and Marketing 4.0.pdf,pdf,1134775,2026-01-19T10:58:53,b317f0d6d08e91dd74137911da1ba55022fe3bd06b5d18d7224f86fef8e12446,inventory_complete,source_document
codex_doc_000041,codex_src_000042,AI - Academic - AI Based Innovation.pdf,AI - Academic - AI Based Innovation.pdf,pdf,686820,2026-01-18T15:37:59,29b2180c575b6f09f33bcfbbd7559e5e40210977147499a3365b8b508b48c58e,inventory_complete,source_document
codex_doc_000042,codex_src_000043,AI - Academic - Orchestration Logic for Application.pdf,AI - Academic - Orchestration Logic for Application.pdf,pdf,1985693,2026-01-19T11:21:13,22b5b89627b71af85f561dd49a374810c4dbc3c8c55f2c85698c744a800e8967,inventory_complete,source_document
codex_doc_000043,codex_src_000044,AI as a catalyst for dynamic capabilities.pdf,AI as a catalyst for dynamic capabilities.pdf,pdf,7799757,2026-06-22T11:42:37,8161b6bf7e3ad1aa880f4363e1bb141061bf85f3e42c6065241c25a32d754a20,inventory_complete,source_document
codex_doc_000044,codex_src_000045,AI Meets Blockchain.pdf,AI Meets Blockchain.pdf,pdf,3483329,2026-01-12T11:39:30,a781dbde4cec331319691cbd4e4b44627eade8218c1423f8f64e7d017b2373b1,inventory_complete,source_document
codex_doc_000045,codex_src_000046,AI Task Assessment.pdf,AI Task Assessment.pdf,pdf,1583174,2025-12-28T10:47:19,a54fcc65eee8aa18023a432339b14267b9e54f520e32558e920f332f20118504,inventory_complete,source_document
codex_doc_000046,codex_src_000047,AI-Governance-Dialogue-Steering-the-Future-of-AI-2025.pdf,AI-Governance-Dialogue-Steering-the-Future-of-AI-2025.pdf,pdf,6660118,2026-01-04T15:25:11,c6d5e1fcd199d4daf32e5077c388a1852211372216172cb2b54d7fa519354797,inventory_complete,source_document
codex_doc_000047,codex_src_000048,ai-readiness-model-whitepaper.pdf,ai-readiness-model-whitepaper.pdf,pdf,143111,2026-06-18T09:12:20,3a4a6b8e41542fb1777bd8e1e2ad8cd0125eeb6350d236ecaac88a1d978cd0b9,inventory_complete,source_document
codex_doc_000048,codex_src_000049,ai-readiness-report.pdf,ai-readiness-report.pdf,pdf,4715587,2026-06-18T09:12:32,9e2ef02f48d9574d879376d2c3548c8ebcd17578b5db1811fb74b1ed073af425,inventory_complete,source_document
codex_doc_000049,codex_src_000050,AI-Report_Full-Report.pdf,AI-Report_Full-Report.pdf,pdf,28793569,2026-06-18T09:17:53,7c71f45c6e54d19c2d3435425ef726c8f43d74cb0bff57720a1c1135d182b02e,inventory_complete,source_document
codex_doc_000050,codex_src_000051,AimeHumphreyDeRuePaul2014.pdf,AimeHumphreyDeRuePaul2014.pdf,pdf,166065,2026-06-12T07:45:20,493054007cfd58e044f9287cc02f271f71fd4639c5a4b018e4e382fe806d0c73,inventory_complete,source_document
codex_doc_000051,codex_src_000052,Americas Digital Baseline 2021.pdf,Americas Digital Baseline 2021.pdf,pdf,4544332,2026-01-04T13:47:09,9b275949c34e494c2c0d26691579bc8d9f72e2272e3e172b74ad591ab4784e38,inventory_complete,source_document
codex_doc_000052,codex_src_000053,Antecedents and Consequences of Resource Redeployment.pdf,Antecedents and Consequences of Resource Redeployment.pdf,pdf,1161337,2026-06-15T13:42:29,61483058896e3d3fb8ec8324124008e71218b8fdf393d9f5acdbe06411e25a6b,inventory_complete,source_document
codex_doc_000053,codex_src_000054,Argentina - Compute and AI strategy.pdf,Argentina - Compute and AI strategy.pdf,pdf,258717,2026-01-04T14:14:32,3cad22c104c926649f785f08e37b5048523d20ebbe33b2c7f38ec52c3a9a73c9,inventory_complete,source_document
codex_doc_000054,codex_src_000055,Argyris-C.-Theories-of-action-double-loop-learning-and-organizational-learning-revised-20-9-2011.pdf,Argyris-C.-Theories-of-action-double-loop-learning-and-organizational-learning-revised-20-9-2011.pdf,pdf,175949,2026-06-22T11:26:18,62c1950c277f5969a8c0675167423970f38403f8614d34a90941567501c6c846,inventory_complete,source_document
codex_doc_000055,codex_src_000056,Artificial Intelligence as a Catalyst for Dynamic Capabilities.pdf,Artificial Intelligence as a Catalyst for Dynamic Capabilities.pdf,pdf,7799854,2026-06-15T09:25:34,342ffdaf6fa5b94600a8033f3989b553612168864bd050562784c33eb94f430c,inventory_complete,source_document
codex_doc_000056,codex_src_000057,AWS- 2026+Future+of+Ecommerce.pdf,AWS- 2026+Future+of+Ecommerce.pdf,pdf,24285716,2026-06-11T15:33:00,4806b490535dbf990cc8284e5967b19f6a3075b1193f0215be015f247c6e24b1,inventory_complete,source_document
codex_doc_000057,codex_src_000058,Bain - Agile Organization.pdf,Bain - Agile Organization.pdf,pdf,1135766,2026-06-12T08:36:47,58bb7165517452e4367637e8c43b283ea488ffc978349deb6489c0d532a560c5,inventory_complete,source_document
codex_doc_000058,codex_src_000059,BAIN- technology_report_2025.pdf,BAIN- technology_report_2025.pdf,pdf,6219048,2026-06-12T08:35:12,d49fa01747ae2136a4f3ba688a831e08da53bee8342fe63c9dfc1330680676c9,inventory_complete,source_document
codex_doc_000059,codex_src_000060,Balkans - Digital Transformation.pdf,Balkans - Digital Transformation.pdf,pdf,1270065,2026-01-04T15:56:42,01d8eeec66b09e2b6bf1e96069afba8bb35868efb1b8ce378c3ca439cf169c50,inventory_complete,source_document
codex_doc_000060,codex_src_000061,Bangladesh - AI_and_The_Digital_Transformation_of_Bangladesh - Copy.pdf,Bangladesh - AI_and_The_Digital_Transformation_of_Bangladesh - Copy.pdf,pdf,321548,2026-01-04T16:04:09,59d435aee041c5504d3072f6f445d1aeb1b348eb033fa0d69b3f6162e8838cd8,inventory_complete,source_document
codex_doc_000061,codex_src_000062,Bangladesh - AI_and_The_Digital_Transformation_of_Bangladesh.pdf,Bangladesh - AI_and_The_Digital_Transformation_of_Bangladesh.pdf,pdf,321548,2026-01-04T16:04:09,59d435aee041c5504d3072f6f445d1aeb1b348eb033fa0d69b3f6162e8838cd8,inventory_complete,source_document
codex_doc_000062,codex_src_000063,BCG - Leaders Path to Digital Value Infographic-June 21.pdf,BCG - Leaders Path to Digital Value Infographic-June 21.pdf,pdf,1402667,2022-05-03T10:55:48,994aa77e28093b8b02a43540e782beee3f987f9e150e337959c759ed8b44e11a,inventory_complete,source_document
codex_doc_000063,codex_src_000064,BCG - Technology role in digital acceleration.pdf,BCG - Technology role in digital acceleration.pdf,pdf,503014,2022-05-03T10:44:05,6f4ab1de027c0acf340f2cf3768b66bc546fbe0002c0b0974aa1546e4cd25fed,inventory_complete,source_document
codex_doc_000064,codex_src_000065,BCG - the-ceos-guide-to-physical-ai.pdf,BCG - the-ceos-guide-to-physical-ai.pdf,pdf,1674557,2026-06-11T14:09:17,f108a1b4a32badda23d266d68e6cd6e0fb977ea55e81382f5a827e4253f53efd,inventory_complete,source_document
codex_doc_000065,codex_src_000066,BCG Four Strategies to Orchestrate a Digital ecosystem Sep 20.pdf,BCG Four Strategies to Orchestrate a Digital ecosystem Sep 20.pdf,pdf,408298,2022-05-03T11:09:56,00e79af3c53c37e0d28198614f72cf94592f84e2a71d96a173c35dd0b40d7abf,inventory_complete,source_document
codex_doc_000066,codex_src_000067,Belize - NATIONAL-DIGITAL-AGENDA-FINAL.pdf,Belize - NATIONAL-DIGITAL-AGENDA-FINAL.pdf,pdf,58358798,2026-01-04T14:01:59,062b4b353a8e155b37b50019b5a3867446b805e82ba945213e80d70137f5a42c,inventory_complete,source_document
codex_doc_000067,codex_src_000068,Blockchain - Legal.pdf,Blockchain - Legal.pdf,pdf,466289,2026-06-11T14:41:38,923fdeebc133d745a5df8d15e09c20bf6142c7f6027bcfb36fbd52fa9d8720fe,inventory_complete,source_document
codex_doc_000068,codex_src_000069,Blockchain - real-world-asset-tokenization-guide-2024.pdf,Blockchain - real-world-asset-tokenization-guide-2024.pdf,pdf,1036030,2026-06-11T14:48:12,af012baf5a41caf670f1f4a6cb398a54789c0bd48347ac365c447f83115c64a6,inventory_complete,source_document
codex_doc_000069,codex_src_000070,Blockchain - State of RWA Tokenization 2026 Report.pdf,Blockchain - State of RWA Tokenization 2026 Report.pdf,pdf,8284799,2026-06-11T14:46:26,f095c1b12ba2835beaa16cc22b8700a5f74d0698ca90acf05850705d747bb20b,inventory_complete,source_document
codex_doc_000070,codex_src_000071,Blockchain - The-Global-Digital-Asset-and-Web3-Adoption-Report.pdf,Blockchain - The-Global-Digital-Asset-and-Web3-Adoption-Report.pdf,pdf,6756677,2026-06-11T14:47:17,ba9b9c6e41773669ff5d955526d1c83c64b73bf98b32baa0638ec957108cb2b8,inventory_complete,source_document
codex_doc_000071,codex_src_000072,Blockchain - Tokenomics.pdf,Blockchain - Tokenomics.pdf,pdf,798753,2026-06-11T14:44:49,30beb99b855daec5b4042e36878ccaa4ffaba7f43135ce63417b7d414f14a1ab,inventory_complete,source_document
codex_doc_000072,codex_src_000073,Borino and digitization.pdf,Borino and digitization.pdf,pdf,947103,2026-01-04T12:51:02,8402b98ae1627cdbd198e37c8bc3ae3fe6cc93f6a00ce81c94fb26b6368aea2b,inventory_complete,source_document
codex_doc_000073,codex_src_000074,Brazil and AI Investment.pdf,Brazil and AI Investment.pdf,pdf,2786057,2026-01-04T12:47:28,bba6dbe5f2c044fa66cfe616395c483fb2b35314a47784c5bfe4e18c4bf14aee,inventory_complete,source_document
codex_doc_000074,codex_src_000075,Brazil and Digital Leadership.pdf,Brazil and Digital Leadership.pdf,pdf,910487,2026-01-04T12:45:36,2863b6629b3cd39ab9f569a06618af0798653731e09a8bacc026b7d304bdb246,inventory_complete,source_document
codex_doc_000075,codex_src_000076,brazil digital strategy_2022-2026.pdf,brazil digital strategy_2022-2026.pdf,pdf,7831535,2026-01-04T12:43:14,04d1e3afc5876977bd948c63e16c48e02cdc2ca4e9fae85f7826b14f49224eb7,inventory_complete,source_document
codex_doc_000076,codex_src_000077,Build Strategic Assumptions by Spotting Trends Early.pdf,Build Strategic Assumptions by Spotting Trends Early.pdf,pdf,764351,2023-12-27T18:45:22,24a62aa9c13cf44880e582e7e2adf37783c1b59d00fd8c7fc572d317cc160265,inventory_complete,source_document
codex_doc_000077,codex_src_000078,Building Customer Trust in AI with Blockchain.pdf,Building Customer Trust in AI with Blockchain.pdf,pdf,456272,2026-06-15T07:51:10,7e8bfef56ac65fe98e7059e0cc359c7d52359abdc5b69ea0d807bbc86e9beb64,inventory_complete,source_document
codex_doc_000078,codex_src_000079,Business Ecosystem Value Creation.pdf,Business Ecosystem Value Creation.pdf,pdf,2130409,2022-07-11T09:32:01,7f613f05864d07533d9353d19c5a2b80f5ca84c628a3e91c0071c3f667684133,inventory_complete,source_document
codex_doc_000079,codex_src_000080,Business Models - Academic - Digital Impact.pdf,Business Models - Academic - Digital Impact.pdf,pdf,2156292,2026-01-18T15:45:40,a831484a07474d5c29a1dd05c63bef72f03a8b34bfa1c3b61c48d625b2e1678a,inventory_complete,source_document
codex_doc_000080,codex_src_000081,Cambodia - Digital.pdf,Cambodia - Digital.pdf,pdf,2180715,2026-01-04T16:08:34,09b3db0d1209efaa5937eaadf296e366c98463bdd30451a9b2c0ba2344c2dedb,inventory_complete,source_document
codex_doc_000081,codex_src_000082,Cambodia - Digital_Government_Policy_2022_2035_English.pdf,Cambodia - Digital_Government_Policy_2022_2035_English.pdf,pdf,2245415,2026-01-04T16:09:18,fb1ac0575fcf6403b91417cb32d60ec831d81b4de7eb90542b567bb344403416,inventory_complete,source_document
codex_doc_000082,codex_src_000083,Canada - Digital Service.pdf,Canada - Digital Service.pdf,pdf,1753879,2026-01-04T16:13:14,f7824a947441da184b4f532afc16aa4d709a436b389eeed25063ff74cddd00ec,inventory_complete,source_document
codex_doc_000083,codex_src_000084,Canada - Digital.pdf,Canada - Digital.pdf,pdf,1418943,2026-01-04T16:12:40,a9b727d57cc3d9de696336c18468c7f995d6967447e2921b25e36c3a999ce18a,inventory_complete,source_document
codex_doc_000084,codex_src_000085,Cap Gemini - AI Advantage Final-Web-Version-Research-Brief-AI-Perspectives.pdf,Cap Gemini - AI Advantage Final-Web-Version-Research-Brief-AI-Perspectives.pdf,pdf,9453332,2026-01-16T13:29:15,0b96559e2e21156f783435d405f62b2356eb03fabd75c699fe7ba051cfbea6d5,inventory_complete,source_document
codex_doc_000085,codex_src_000086,Cap Gemini - CMO - CRI_CMO-Playbook-2025_Web_updated-1.pdf,Cap Gemini - CMO - CRI_CMO-Playbook-2025_Web_updated-1.pdf,pdf,7643447,2026-01-16T13:27:45,ea8efb8fb3da5dde5edfb7620771cfa05a7e3b329e530a4848e4a55629611fd4,inventory_complete,source_document
codex_doc_000086,codex_src_000087,Cap Gemini - Digital-AI-in-Business-Operation.pdf,Cap Gemini - Digital-AI-in-Business-Operation.pdf,pdf,8355447,2026-01-16T13:30:29,97491c702e0c1e612a23a82eff4f00c5bda1651458d2f6651c8d50ece969e078,inventory_complete,source_document
codex_doc_000087,codex_src_000088,Cap Gemini - Final-Web-Version-Report-Consumer-Trends-2026.pdf,Cap Gemini - Final-Web-Version-Report-Consumer-Trends-2026.pdf,pdf,5811818,2026-06-11T15:30:25,612f362e1bff3c307e4db4aed38414f7b3ac85dd5cba4742ef78625cd225ef3e,inventory_complete,source_document
codex_doc_000088,codex_src_000089,Cap Gemini - Gen-AI-in-Decision-Making.pdf,Cap Gemini - Gen-AI-in-Decision-Making.pdf,pdf,7181311,2026-01-16T13:31:55,034bbadf296aeca59d203733f6ff0d36f67848d012605421cf9614b484a41ba5,inventory_complete,source_document
codex_doc_000089,codex_src_000090,Cap Gemini - Olaf-Groth.pdf,Cap Gemini - Olaf-Groth.pdf,pdf,1411420,2026-01-16T13:37:37,363b908a8b73ee1f81b5dce2f6fc8d2bc46b2d3d2c1e7cd2c62c46b7250036b9,inventory_complete,source_document
codex_doc_000090,codex_src_000091,Cap Gemini - Report-Tech-In-Sports_V3.pdf,Cap Gemini - Report-Tech-In-Sports_V3.pdf,pdf,6919320,2026-01-16T13:38:45,b1b5aeff276560840f08be5ad88ed15abc7eb8dfc7ec53bf681e31ec2579a49a,inventory_complete,source_document
codex_doc_000091,codex_src_000092,Capgemini - Top_Tech_Trends_Report_2026.pdf,Capgemini - Top_Tech_Trends_Report_2026.pdf,pdf,4300286,2026-01-16T13:26:35,6f57539f88cc8962807fffb30452b56a5d2a45b5e79a48460f1364abde83c99f,inventory_complete,source_document
codex_doc_000092,codex_src_000093,Carribean - Unesco - digital.pdf,Carribean - Unesco - digital.pdf,pdf,13296153,2026-01-04T14:30:19,9c8402071471d179909aa69dc302f921a79cb641a0f1dcbbc69552aee4b68396,inventory_complete,source_document
codex_doc_000093,codex_src_000094,ceo-of-korber - pivot from manufacturer to tech stack.pdf,ceo-of-korber - pivot from manufacturer to tech stack.pdf,pdf,425319,2026-06-15T08:37:01,a4634372b150133e0439641881822e8fecc3147639582a0487c89d2feebc3560,inventory_complete,source_document
codex_doc_000094,codex_src_000095,Change Leaders - Creating resiliance in uncertain times.pdf,Change Leaders - Creating resiliance in uncertain times.pdf,pdf,108177,2026-06-15T08:30:33,3b3627117f788045f10e9250466be783db3e2d85bdd870ab71461b5e48939732,inventory_complete,source_document
codex_doc_000095,codex_src_000096,Chapter 7 Research - The Effects of Hierarchy on learning and performance.pdf,Chapter 7 Research - The Effects of Hierarchy on learning and performance.pdf,pdf,529054,2026-06-15T11:27:55,cbe06272df21e2a2362ed197f0092b691fb6c6d1b12039e66912e32085c76ea0,inventory_complete,source_document
codex_doc_000096,codex_src_000097,Chile - digital identity.pdf,Chile - digital identity.pdf,pdf,825042,2026-01-04T14:05:54,dde7bb047afe2c06d98d1a2f88ff8d6cad6ae801e42538548ed7607ff3e06867,inventory_complete,source_document
codex_doc_000097,codex_src_000098,China - NBRsr97-china-digital-ambitions.pdf,China - NBRsr97-china-digital-ambitions.pdf,pdf,1738220,2026-01-04T13:27:20,7c8b5ec0bafadf9a481c0a6a33e557160ddeb3f35ec589ca4f10b8ef29e55740,inventory_complete,source_document
codex_doc_000098,codex_src_000099,China _14th_Five_Year_Plan_EN.pdf,China _14th_Five_Year_Plan_EN.pdf,pdf,5461761,2026-01-04T13:26:36,72d8d8d01879c6f791199db0ee34269d26d325353ddcc4654d2002688933d092,inventory_complete,source_document
codex_doc_000099,codex_src_000100,China-Primer-Digital-Governance-2021_final.pdf,China-Primer-Digital-Governance-2021_final.pdf,pdf,1468773,2026-01-04T13:25:50,e07f711d19e7c9b9967d713b7e9ddb3c255f0285eae6b89ba0c4c205ac39be38,inventory_complete,source_document
codex_doc_000100,codex_src_000101,Chinese Communist Party's Layered Artificial Intelligence Strategy.pdf,Chinese Communist Party's Layered Artificial Intelligence Strategy.pdf,pdf,1809336,2026-01-04T13:29:38,a23813161372038ac5f2ba067dea4d529472513d8237934c7a52295b2b38ae3d,inventory_complete,source_document
